train_losses,val_losses
0.15582619518339633,0.06304847211026536
0.03293878838159144,0.014214194945830363
0.006418399330927059,0.005087179641727322
0.004008880169643089,0.004385249102681565
0.003859972873236984,0.00319307098725287
0.0035083688063081353,0.0036043684372452263
0.003257689111912623,0.0029219478538361028
0.003060631937487051,0.004914313167952501
0.0027433983149472625,0.0035219837296992158
0.002668837502831593,0.0038677015823100846
0.002453497354919091,0.0025231317652704807
0.0024158708140719683,0.00237582362730788
0.0023231221469352022,0.002028649793000529
0.0022167101503349843,0.0019202152731643911
0.0022572759532602502,0.002173274321523986
0.002163814331381582,0.0026728809567930075
0.0021048795517068356,0.002177263283506988
0.002152611627196893,0.0018726946544660903
0.002102905054553412,0.0020207471035520574
0.002030422707647085,0.0021572427511901055
0.002014752719644457,0.0025239874362966387
0.0020179797986056656,0.002480786766287106
0.0020512438513804227,0.0017155859420952288
0.0019289201736450196,0.0018831581509963701
0.002003071975521743,0.0021401404032331947
0.001931378468638286,0.0018620049343265879
0.001964112591417506,0.0023781691461030883
0.0018374201951082796,0.0019188455868357668
0.0019454488190356642,0.0017215595603883326
0.0015271499701077118,0.0015187576070882398
0.0014963084709714166,0.001754900555780229
0.0015197138876770623,0.0015915832690561352
0.0014917407910572365,0.0015246264074710361
0.0014968655032571406,0.0017707919502577272
0.0014967477474361658,0.0018034733023112135
0.001519915608817246,0.001643558871103287
0.0013155219555599615,0.0014667772733905433
0.0013165804838645271,0.001417294973392224
0.0013170203925808891,0.001535825650834407
0.0013286324415472336,0.0014582169873561092
0.0013032099177711642,0.001463885326412679
0.0013076189881190657,0.0014908996151429942
0.001307891112897778,0.0014745984084665413
0.0013117600931786002,0.001407639770153032
0.0013086709911935032,0.001428569682987969
0.001324494144541677,0.0014126673391473422
0.0013149978841887787,0.0013959160981738506
0.001311125947756227,0.0014337364714570378
0.0013104986318037844,0.0014345067547271236
